n_components,n_bga,n_ict,bga_pinCount,bga_min_pin_grid,bga_max_pin_grid,bga_mean_pin_grid,n_holes_a,n_holes_b,holes_area_a,holes_area_b,area_occupied_by_holes_a,area_occupied_by_holes_b,n_components_a,n_components_b,n_power_components,cooling_layer_a_area,cooling_layer_b_area,has_cooling_layer_a,has_cooling_layer_b,layout_layer_area,area_occupied_by_components_b,area_occupied_by_components_a,area_occupied_by_cooling_layer_a,area_occupied_by_cooling_layer_b,is_via,is_viap,number_of_net,max_height,number_of_gnd,number_of_conducting_layer,num_geom_cool_area_B,num_geom_cool_area_A,num_x_comps,x_component_pinCount,area_x_comps,mean_area_x_comps,per_power_comps_area_a,per_power_comps_area_b,test_caf2_2000h,test_caf2_1600h,caf2_500h,caf2_1000h,caf2_1500h,caf2_2000h,ruf_max_voltage,ruf_cond_inner_thickness,ruf_cond_outer_thickness,Product class
963,0,0,0,0,0,0,10,0,0.8936,0,0.001237999,0,962,1,0,0,0,FALSE,FALSE,721.8099,0.001612613,0.65460104,0,0,TRUE,FALSE,2019,1926,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0.054,4
264,0,87,0,0,0,0,0,0,0,0,0,0,141,123,0,0,0,FALSE,FALSE,47.0088,0.13306785,0.33725935,0,0,TRUE,FALSE,90,135,3,6,0,0,14,14,2.1685174,0.07744705,0,0,0,0,0,0,0,0,0,0.0866,0.054,7
366,0,135,0,0,0,0,2,0,0,0,0,0,151,215,0,0,0,FALSE,FALSE,31.8402,0.2682191,1.0467006,0,0,TRUE,FALSE,159,700,1,4,0,0,2,50,22.927458,11.463729,0,0,0,0,0,0,0,0,1000,0.3,0.018,7
2483,1,714,516,0,0,0,4,0,0,0,0,0,1011,1472,307,56.151,0,TRUE,FALSE,340.3854,0.29031196,0.4890437,0.164963,0,TRUE,FALSE,1285,1480,33,8,0,3,4,383,80.7196,16.143919,0.63268685,0,0,0,1,0,0,0,0,0.0249,0.054,0
22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,FALSE,FALSE,134.865,0.05414589,0.20539151,0,0,TRUE,FALSE,206,44,1,6,0,0,3,74,4.7601256,1.5867085,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
144,0,16,0,0,0,0,2,0,0.063,0,0.014,0,66,78,0,0,0,FALSE,FALSE,4.5,0.32090986,0.20242222,0,0,TRUE,TRUE,94,288,4,6,0,0,7,8,0.062494356,0.008927765,0,0,0,0,0,0,0,0,1500,0.0249,0.0249,6
977,0,278,0,0,0,0,1,0,0,0,0,0,638,339,0,0,0,FALSE,FALSE,165.8016,0.548678,0.17305195,0,0,TRUE,FALSE,466,1898,4,6,0,0,16,53,47.38769,2.9617307,0,0,0,0,0,0,0,0,1000,0.3,0.018,7
198,0,0,0,0,0,0,0,0,0,0,0,0,72,126,0,0,0,FALSE,FALSE,30.9825,0.21404341,0.13313292,0,0,TRUE,TRUE,90,396,3,4,0,0,3,5,0.20599063,0.068663545,0,0,0,0,0,0,0,0,1500,0.018,0.039,6
18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,FALSE,FALSE,162,0.022755556,0.05331358,0,0,TRUE,FALSE,2,36,0,6,0,0,18,324,8.6368,0.47982222,0,0,0,0,0,0,0,0,1500,0.0866,0.039,4
2020,0,559,0,0,0,0,5,0,0.585,0,0.002141596,0,812,1208,0,0,0,FALSE,FALSE,273.1608,0.28578678,0.5345221,0,0,TRUE,FALSE,884,3900,31,6,0,0,3,270,78.65924,26.219748,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
1480,0,392,0,0,0,0,4,0,0.468,0,0.002247696,0,705,775,0,0,0,FALSE,FALSE,208.2132,0.32529116,0.7806598,0,0,TRUE,FALSE,684,2766,17,6,0,0,3,204,97.088234,32.362743,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
1528,0,445,0,0,0,0,4,0,0.4692,0,0.002323419,0,613,915,256,33.6591,3.3912,TRUE,TRUE,201.9438,0.24930826,0.73855966,0.16667558,0.016792791,TRUE,FALSE,614,2886,28,4,2,2,3,176,102.54751,34.182503,0.07706386,0.7648915,0,0,0,0,0,0,1500,0.0249,0.054,0
284,0,80,0,0,0,0,3,0,0.1653,0,0.004582616,0,227,57,0,0,0,FALSE,FALSE,36.0711,0.15136804,0.5339479,0,0,TRUE,FALSE,93,536,2,2,0,0,1,6,6.010488,6.010488,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
2167,0,573,0,0,0,0,0,0,0,0,0,0,1300,867,298,0,94.0302,FALSE,TRUE,405.1854,0.5665678,0.4077987,0,0.2320671,TRUE,FALSE,849,1181,23,6,5,0,3,22,66.28379,13.256758,0,0.45242593,0,0,0,0,0,0,0,0.0557,0.054,7
43,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,FALSE,FALSE,6.7716,0,0.3026187,0,0,TRUE,FALSE,11,78,1,2,0,0,1,7,0.65761286,0.65761286,0,0,0,0,0,0,0,0,0,0,0,3
110,0,18,0,0,0,0,0,0,0,0,0,0,37,73,0,0,0,FALSE,FALSE,8.6571,0.41515884,1.4658488,0,0,TRUE,TRUE,117,220,2,6,0,0,2,64,1.8843715,0.94218576,0,0,0,0,0,0,0,0,1500,0.0249,0.039,6
883,0,270,0,0,0,0,0,0,0,0,0,0,420,463,74,0,13.2696,FALSE,TRUE,65.4381,0.2765103,0.335534,0,0.20278095,TRUE,FALSE,350,467,7,6,10,0,27,27,2.1744168,0.040266976,0,0.5270317,0,0,0,0,0,0,0,0.0557,0.054,7
513,0,175,0,0,0,0,2,0,0.1372,0,0.004381847,0,192,321,0,0,0,FALSE,FALSE,31.311,1.0488359,1.3852874,0,0,TRUE,FALSE,183,1026,3,4,0,0,2,54,34.03073,17.015366,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,FALSE,FALSE,12.9456,0.01532567,0.08653905,0,0,TRUE,FALSE,57,54,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.039,6
322,0,101,0,0,0,0,4,0,0.2006,0,0.006300212,0,153,169,0,0,0,FALSE,FALSE,31.8402,0.2139964,0.91010845,0,0,TRUE,FALSE,135,604,3,4,0,0,1,34,21.233435,21.233435,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
126,0,0,0,0,0,0,18,0,1.6939,0,0.003427092,0,126,0,0,0,0,FALSE,FALSE,494.2674,0.003427092,0.45975578,0,0,TRUE,FALSE,80,252,0,2,0,0,6,132,61.404,10.234,0,0,0,0,0,0,0,0,0,0.054,0.054,4
1282,0,364,0,0,0,0,2,0,0.1824,0,0.001924843,0,806,476,0,0,0,FALSE,FALSE,94.761,0.30777943,0.30800602,0,0,TRUE,TRUE,495,2480,12,6,0,0,26,87,2.5445962,0.09786908,0,0,0,0,0,0,0,0,1500,0.045433335,0.054,7
2451,0,712,0,0,0,0,4,0,0.4696,0,0.001655192,0,1050,1401,169,29.9322,0,TRUE,FALSE,283.7133,0.32650304,0.770532,0.10550158,0,TRUE,FALSE,1156,4884,42,6,0,4,3,254,125.42435,41.808117,0,0,0,0,0,1,0,0,1500,0.0249,0.054,0
1408,0,380,0,0,0,0,4,0,0.468,0,0.003094317,0,649,759,91,8.6742,7.6167,TRUE,TRUE,151.245,0.28349304,0.54900056,0.05735198,0.050360013,TRUE,FALSE,555,2738,32,4,1,2,2,168,48.889446,24.444723,0.39371932,0.44838315,0,0,0,0,0,0,1500,0.0249,0.054,0
584,0,50,0,0,0,0,2,0,0.2476,0,0.003954735,0,281,303,0,0,0,FALSE,FALSE,62.6085,0.32838592,0.6606925,0,0,TRUE,FALSE,402,1144,16,4,0,0,2,94,25.141668,12.570834,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
412,0,0,0,0,0,0,4,0,0.4862,0,0.006824176,0,180,232,0,0,0,FALSE,FALSE,71.2467,0.12201688,0.12452085,0,0,TRUE,FALSE,89,824,0,8,0,0,167,167,6.4295,0.0385,0,0,0,0,0,0,0,0,1500,0.0249,0.054,4
558,0,228,0,0,0,0,2,0,0,0,0,0,323,235,1,0,0.252,FALSE,TRUE,58.68,0.1720893,0.37754345,0,0.004294478,TRUE,TRUE,246,311,13,6,1,0,11,116,13.91275,0.6323977,0,1,0,0,0,0,0,0,0,0.0249,0.039,2
1117,0,330,0,0,0,0,2,0,0,0,0,0,442,675,50,0,18.2241,FALSE,TRUE,127.755,0.3121851,0.3365301,0,0.14264882,TRUE,FALSE,627,672,24,6,1,0,43,43,13.415307,0.16769134,0,0.41194353,0,0,0,0,0,0,0,0.0249,0.054,7
573,0,40,0,0,0,0,2,0,0.2476,0,0.003988273,0,202,371,0,0,0,FALSE,FALSE,62.082,0.3140399,0.6934463,0,0,TRUE,FALSE,390,1132,16,4,0,0,2,109,29.076231,14.5381155,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
180,0,45,0,0,0,0,2,0,0.1394,0,0.003821398,0,126,54,0,0,0,FALSE,FALSE,36.4788,0.07740044,0.3707304,0,0,TRUE,FALSE,74,328,2,2,0,0,2,30,3.667875,1.8339375,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
1360,0,374,0,0,0,0,2,0,0,0,0,0,714,646,0,0,0,FALSE,FALSE,131.3154,0.33068123,0.45440215,0,0,TRUE,FALSE,499,2648,15,6,0,0,4,77,11.880039,2.9700098,0,0,0,0,0,0,0,0,1000,0.3,0.018,7
184,0,0,0,0,0,0,2,0,0.1349,0,0.005253177,0,177,7,0,0,0,FALSE,FALSE,25.6797,0.05088113,0.39007083,0,0,TRUE,TRUE,280,368,4,8,0,0,3,108,2.663902,0.88796735,0,0,0,0,0,0,0,0,1500,0.0249,0.039,5
376,0,0,0,0,0,0,24,0,0,0,0,0,376,0,0,0,0,FALSE,FALSE,594,0.006547931,0.28947723,0,0,TRUE,FALSE,3935,752,0,4,0,0,155,155,3.119871,0.0201282,0,0,0,0,0,0,0,0,0,0.0249,0.039,4
2124,0,600,0,0,0,0,5,0,0.5865,0,0.002143309,0,874,1250,290,42.4899,0,TRUE,FALSE,273.6423,0.2958262,0.5146189,0.15527533,0,TRUE,FALSE,871,4064,32,6,0,3,3,270,74.75134,24.917116,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
967,0,343,0,0,0,0,1,0,0,0,0,0,958,9,313,0,49.0644,FALSE,TRUE,278.1837,0.06718852,0.34657645,0,0.17637411,TRUE,FALSE,498,925,14,6,9,0,59,102,52.17367,0.74533814,0,0.35839632,0,0,0,0,0,0,0,0.0249,0.054,7
116,0,11,0,0,0,0,0,0,0,0,0,0,36,80,0,0,0,FALSE,FALSE,10.8459,0.2979954,0.56340647,0,0,TRUE,FALSE,87,232,1,4,0,0,5,29,5.301578,1.0603156,0,0,0,0,0,0,0,0,2500,0.0249,0.054,6
668,0,197,0,0,0,0,1,0,0,0,0,0,300,368,44,0,22.5603,FALSE,TRUE,94.2039,0.17017634,0.41030997,0,0.23948371,TRUE,FALSE,281,357,7,6,2,0,7,66,23.177675,2.3177674,0,0.48202375,0,0,0,0,0,0,0,0.0249,0.054,7
211,0,0,0,0,0,0,4,0,0.4684,0,0.001853514,0,211,0,0,0,0,FALSE,FALSE,252.7092,0.03336404,0.1761499,0,0,TRUE,FALSE,57,422,0,2,0,0,1,32,5.1264,5.1264,0,0,0,0,0,0,0,0,1500,0.039,0.039,7
162,0,40,0,0,0,0,1,0,0.0311,0,0.001610907,0,45,117,0,0,0,FALSE,FALSE,19.3059,0.18525943,0.31622458,0,0,TRUE,FALSE,52,294,2,2,0,0,1,13,0.2822,0.2822,0,0,0,0,0,0,0,0,1500,0.054,0.054,7
2328,0,834,0,0,0,0,3,0,0,0,0,0,1338,990,0,0,0,FALSE,FALSE,295.3557,0.13324746,0.1753804,0,0,TRUE,FALSE,1030,1279,2,4,0,0,193,200,12.5014,0.03247117,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
602,0,175,0,0,0,0,2,0,0.1374,0,0.004388234,0,232,370,0,0,0,FALSE,FALSE,31.311,1.0772731,1.4031628,0,0,TRUE,FALSE,191,1152,3,4,0,0,2,54,34.03073,17.015366,0,0,0,0,0,0,0,0,2500,0.0249,0.054,7
99,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,FALSE,FALSE,13.9725,0,0.42013955,0,0,TRUE,FALSE,21,188,0,2,0,0,4,2,0.84,0.21,0,0,0,0,0,0,0,0,0,0,0,7
25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,FALSE,FALSE,10.9863,0,0.03935811,0,0,TRUE,FALSE,14,50,1,2,0,0,2,2,0.196,0.098,0,0,0,0,0,0,0,0,0,0.054,0.054,6
117,0,0,0,0,0,0,0,0,0,0,0,0,116,1,0,0,0,FALSE,FALSE,721.2024,0.025172962,0.02657021,0,0,TRUE,FALSE,32,234,1,6,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1195,0,375,0,0,0,0,4,0,0.4688,0,0.002188462,0,581,614,202,0,33.2784,FALSE,TRUE,214.2144,0.22499092,0.6866063,0,0.1553509,TRUE,FALSE,539,2376,9,4,3,0,4,205,91.90562,22.976404,0,0.58983606,0,0,0,0,0,0,1500,0.024,0.054,0
54,0,0,0,0,0,0,7,0,0,0,0,0,37,17,0,0,0,FALSE,FALSE,682.0911,0.002210848,0.007966678,0,0,TRUE,FALSE,48,108,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,3
1503,0,429,0,0,0,0,4,0,0.4684,0,0.002474748,0,690,813,0,0,0,FALSE,FALSE,189.2718,0.32106453,0.56580526,0,0,TRUE,FALSE,742,2892,20,4,0,0,3,178,41.930702,13.976901,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
288,0,0,0,0,0,0,18,0,1.6938,0,0.00342689,0,288,0,0,0,0,FALSE,FALSE,494.2674,0.00342689,0.15870154,0,0,TRUE,FALSE,160,576,0,6,0,0,6,216,60.324,10.054,0,0,0,0,0,0,0,0,1500,0.06603333,0.039,4
309,0,92,0,0,0,0,2,0,0,0,0,0,131,178,14,3.4992,0,TRUE,FALSE,26.4285,0.33604252,0.3024273,0.13240252,0,TRUE,FALSE,142,191,3,6,0,1,10,10,0.7544,0.03772,0.6117398,0,0,0,0,0,0,0,0,0.0249,0.054,7
69,0,28,0,0,0,0,0,0,0,0,0,0,29,40,0,0,0,FALSE,FALSE,3.7584,0.31449553,0.30433163,0,0,TRUE,FALSE,29,138,1,2,0,0,2,5,0.1644,0.0822,0,0,0,0,0,0,0,0,1500,0.039,0.039,7
2483,1,714,516,0,0,0,4,0,0,0,0,0,1011,1472,307,56.151,0,TRUE,FALSE,340.3854,0.29031196,0.4890437,0.164963,0,TRUE,FALSE,1283,1480,33,8,0,3,4,383,80.7196,16.143919,0.63268685,0,0,0,1,0,0,0,0,0.0249,0.054,0
2509,4,552,560,0,1,0,4,0,0,0,0,0,985,1524,265,27.1998,23.8518,TRUE,TRUE,287.1234,0.31408864,0.37132296,0.09473209,0.0830716,TRUE,TRUE,1292,1540,10,8,1,2,4,188,45.084908,9.016982,0.40071985,0.39565566,0,0,0,0,0,0,0,0.024,0.039,7
62,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,FALSE,FALSE,7.2207,0,0.39324442,0,0,TRUE,FALSE,10,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1088,0,288,0,0,0,0,2,0,0.247,0,0.00160807,0,456,632,0,0,0,FALSE,FALSE,153.6003,0.28089657,0.58453274,0,0,TRUE,FALSE,617,2072,5,6,0,0,1,90,27.0378,27.0378,0,0,0,0,0,0,0,0,0,0,0,7
1016,0,18,0,0,0,0,2,0,0.1984,0,0.000548589,0,573,443,157,0,97.7427,FALSE,TRUE,361.6551,0.14022873,0.27982184,0,0.27026495,TRUE,FALSE,631,2032,27,6,5,0,5,24,5.117944,1.0235887,0,0.30717385,0,0,0,0,0,0,0,0.21,0.039,7
1661,0,464,0,0,0,0,4,0,0.47,0,0.002061593,0,870,791,0,0,0,FALSE,FALSE,227.979,0.32302693,0.659241,0,0,TRUE,FALSE,783,3222,20,6,0,0,2,210,76.75714,38.37857,0,0,0,0,0,0,0,0,1000,0.0249,0.039,0
2173,0,596,0,0,0,0,4,0,0.4692,0,0.00163573,0,1062,1111,268,26.2674,19.3554,TRUE,TRUE,286.8444,0.30712727,0.5726707,0.09157369,0.067477,TRUE,FALSE,892,4036,37,4,1,2,3,214,81.077644,27.025883,0.47777474,0.6483927,0,0,0,0,0,0,1500,0.0249,0.054,0
678,2,69,128,0,0,0,2,0,0,0,0,0,289,389,0,0,0,FALSE,FALSE,70.9632,0.3691082,0.7752479,0,0,TRUE,FALSE,400,362,26,4,0,0,2,114,29.607168,9.869057,0,0,0,0,0,0,0,0,0,0.0249,0.054,3
2112,0,592,0,0,0,0,2,0,0.188,0,0.000895869,0,1018,1094,67,0,10.7637,FALSE,TRUE,209.8521,0.2930502,0.4989192,0,0.05129184,TRUE,FALSE,1095,4224,32,6,4,0,8,188,42.65894,5.3323674,0,0.6350976,0,0,0,0,0,0,1500,0.0249,0.054,7
1913,0,586,0,0,0,0,2,0,0.1391,0,0.000953335,0,933,980,0,0,0,FALSE,FALSE,145.9089,0.24783827,0.3090504,0,0,TRUE,FALSE,727,3654,16,4,0,0,7,130,5.0815034,0.7259291,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
2061,3,607,396,0,1,0,4,0,0,0,0,0,888,1173,163,29.6307,0,TRUE,FALSE,247.2138,0.30046648,0.79853606,0.1198586,0,TRUE,FALSE,960,1181,21,4,0,3,4,285,129.8283,25.96566,0.5879274,0,0,0,0,1,0,0,0,0.0249,0.054,0
163,0,40,0,0,0,0,1,0,0.0311,0,0.001621946,0,58,105,0,0,0,FALSE,FALSE,19.1745,0.15264544,0.28839865,0,0,TRUE,FALSE,50,296,2,2,0,0,1,13,0.2822,0.2822,0,0,0,0,0,0,0,0,2500,0.054,0.054,7
1030,0,339,0,0,0,0,3,0,0,0,0,0,766,264,0,0,0,FALSE,FALSE,97.4079,0.5325222,0.3869738,0,0,TRUE,FALSE,502,740,7,6,0,0,30,55,5.310374,0.35402492,0,0,0,0,0,0,0,0,0,0.024,0.054,7
77,0,13,0,0,0,0,2,0,0,0,0,0,53,24,12,0,17.6193,FALSE,TRUE,94.095,0.04781448,0.40373564,0,0.18725012,TRUE,FALSE,24,50,2,6,1,0,12,12,0.5292071,0.022050297,0,0.41244546,0,0,0,0,0,0,0,0.024,0.054,7
98,4,24,256,0,0,0,0,0,0,0,0,0,95,3,0,0,0,FALSE,FALSE,96.12,0.003156679,0.08474278,0,0,TRUE,FALSE,167,91,1,4,0,0,33,120,5.7278957,0.1735726,0,0,0,0,0,0,0,0,0,0.0249,0.054,3
48,0,0,0,0,0,0,0,0,0,0,0,0,33,15,0,0,0,FALSE,FALSE,740.5668,0,0.007224197,0,0,TRUE,FALSE,52,96,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.039,3
140,0,0,0,0,0,0,4,0,0,0,0,0,140,0,0,0,0,FALSE,FALSE,612.3249,0.00471743,0.11724364,0,0,TRUE,FALSE,4616,280,0,6,0,0,2,128,21.775,10.8875,0,0,0,0,0,0,0,0,1500,0.0866,0.039,4
43,0,15,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,FALSE,FALSE,2.7,0.4692599,0.5980747,0,0,TRUE,FALSE,23,86,1,2,0,0,5,5,0.6176017,0.12352034,0,0,0,0,0,0,0,0,1500,0.054,0.054,1
1432,6,416,1380,0,1,0,2,0,0,0,0,0,707,725,0,0,0,FALSE,FALSE,153.3789,0.35548893,0.4899773,0,0,TRUE,TRUE,1086,692,2,8,0,0,7,244,19.49738,2.1663754,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
426,0,177,0,0,0,0,1,0,0.0697,0,0.001126792,0,244,182,0,0,0,FALSE,FALSE,61.857,0.10098291,0.31095052,0,0,TRUE,FALSE,180,810,3,4,0,0,1,18,1.2161667,1.2161667,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
543,0,194,0,0,0,0,3,0,0.0927,0,0.002225391,0,240,303,0,0,0,FALSE,FALSE,41.6556,0.32257608,0.7021384,0,0,TRUE,FALSE,237,1036,1,4,0,0,2,66,15.341298,7.670649,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
273,0,81,0,0,0,0,2,0,0,0,0,0,256,17,0,0,0,FALSE,FALSE,49.0212,0.07499612,0.55620015,0,0,TRUE,FALSE,147,245,1,4,0,0,2,34,10.080798,3.3602662,0,0,0,0,0,0,0,0,0,0.0249,0.054,7
1067,0,0,0,0,0,0,4,0,0,0,0,0,1067,0,0,0,0,FALSE,FALSE,594,0.00047037,0.09271347,0,0,TRUE,FALSE,2996,2134,0,6,0,0,2,128,21.775,10.8875,0,0,0,0,0,0,0,0,1500,0.0249,0.039,4
1898,0,550,0,0,0,0,4,0,0,0,0,0,680,1218,0,0,0,FALSE,FALSE,310.8159,0.72273934,0.23882139,0,0,TRUE,FALSE,843,3600,18,4,0,0,2,217,150.82237,75.41119,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,FALSE,FALSE,1.224,0,0.24281046,0,0,TRUE,FALSE,11,50,0,3,0,0,4,4,0.0064,0.0016,0,0,0,0,0,0,0,0,0,0,0,1
2186,0,646,0,0,0,0,4,0,0.468,0,0.001481085,0,1366,820,0,0,0,FALSE,FALSE,315.9846,0.27424157,0.800002,0,0,TRUE,FALSE,1006,4108,42,8,0,0,3,222,105.264725,35.08824,0,0,0,0,0,0,0,0,1500,0.0249,0.039,0
670,0,254,0,0,0,0,4,0,0,0,0,0,541,129,0,0,0,FALSE,FALSE,70.7049,0.020403111,0.025527226,0,0,TRUE,FALSE,64,1340,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,4
600,0,175,0,0,0,0,2,0,0,0,0,0,234,366,0,0,0,FALSE,FALSE,31.311,0.9500527,1.5070806,0,0,TRUE,FALSE,191,345,3,4,0,0,2,44,56.6368,18.878933,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
341,0,108,0,0,0,0,2,0,0.0618,0,0.001940943,0,159,182,0,0,0,FALSE,FALSE,31.8402,0.22994988,0.87661034,0,0,TRUE,FALSE,143,642,3,4,0,0,2,46,19.800348,9.900174,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
367,0,105,0,0,0,0,0,0,0,0,0,0,129,238,0,0,0,FALSE,FALSE,48.7809,0.14744644,0.4411819,0,0,TRUE,FALSE,192,734,3,4,0,0,13,44,8.44745,0.6498038,0,0,0,0,0,0,0,0,1500,0.0249,0.039,7
219,0,66,0,0,0,0,1,0,0.0697,0,0.002289427,0,97,122,0,0,0,FALSE,FALSE,30.4443,0.18439576,0.2528585,0,0,TRUE,FALSE,86,438,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,7
30,0,5,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,FALSE,FALSE,2.8341,0.07314491,0.25161427,0,0,TRUE,FALSE,12,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.039,0.039,1
1472,0,397,0,0,0,0,4,0,0,0,0,0,623,849,0,0,0,FALSE,FALSE,247.7439,0.441891,0.5235353,0,0,TRUE,FALSE,737,2742,9,6,0,0,3,180,41.721733,13.907245,0,0,0,0,0,0,0,0,1000,0.0249,0.039,0
127,1,13,143,0,0,0,2,0,0,0,0,0,68,59,0,0,0,FALSE,FALSE,3.9159,0.5806839,0.53576446,0,0,TRUE,TRUE,116,67,1,8,0,0,1,2,0.2369,0.2369,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
180,0,55,0,0,0,0,0,0,0,0,0,0,114,66,0,0,0,FALSE,FALSE,42.066,0.09328674,0.06170194,0,0,TRUE,FALSE,287,360,15,4,0,0,1,31,0.9866537,0.9866537,0,0,0,0,0,0,0,0,2500,0.0249,0.054,7
83,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,FALSE,FALSE,740.5686,0.024514677,0.02502172,0,0,TRUE,FALSE,44,166,1,6,0,0,48,48,0,0,0,0,0,0,0,0,0,0,1500,0.045433335,0.054,7
18,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,FALSE,FALSE,0.4806,0.00832293,0.38389513,0,0,TRUE,FALSE,6,36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0.05,0.05,1
1309,0,347,0,0,0,0,1,0,0.1235,0,0.000465858,0,959,350,332,0,77.0958,FALSE,TRUE,265.1022,0.18615527,0.3538526,0,0.29081538,TRUE,FALSE,527,2516,2,6,6,0,5,23,3.8100054,0.7620011,0,0.52249277,0,0,0,0,0,0,1500,0.0866,0.039,7
1772,0,699,0,0,0,0,4,0,0.4688,0,0.002059688,0,883,889,0,0,0,FALSE,FALSE,227.6073,0.20929788,0.510997,0,0,TRUE,FALSE,780,3524,5,6,0,0,1,115,67.50005,67.50005,0,0,0,0,0,0,0,0,1500,0.06603333,0.054,7
1964,0,166,0,0,0,0,4,0,0.4688,0,0.001458182,0,852,1112,325,45.6471,0,TRUE,FALSE,321.4962,0.24733064,0.5231603,0.14198333,0,TRUE,TRUE,1464,3880,6,8,0,3,16,308,114.867,7.1791873,0,0,0,0,0,0,0,0,0,0,0,7
960,3,262,784,0,1,0,2,0,0,0,0,0,410,550,0,0,0,FALSE,FALSE,110.5956,0.23807587,0.3099653,0,0,TRUE,TRUE,755,521,5,8,0,0,5,135,27.319042,3.9027205,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
1756,9,438,1554,0,1,0,2,0,0,0,0,0,729,1027,0,0,0,FALSE,FALSE,197.757,0.3068047,0.4717689,0,0,TRUE,TRUE,1389,1004,7,8,0,0,11,328,36.303978,2.2689986,0,0,0,0,0,0,0,0,0,0.0249,0.039,7
151,0,0,0,0,0,0,10,0,0,0,0,0,151,0,0,0,0,FALSE,FALSE,612.3249,0.012535502,0.13322502,0,0,TRUE,FALSE,4779,302,0,6,0,0,4,244,41.3672,10.3418,0,0,0,0,0,0,0,0,1500,0.0866,0.039,4
115,0,0,0,0,0,0,3,0,0.2091,0,0.00029896,0,108,7,0,0,0,FALSE,FALSE,699.4251,0.027701322,0.3074445,0,0,TRUE,FALSE,6,230,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0.054,0.054,7
1322,0,306,0,0,0,0,4,0,0.4684,0,0.003379707,0,666,656,0,0,0,FALSE,FALSE,138.5919,0.32438526,0.8736754,0,0,TRUE,FALSE,474,2484,22,4,0,0,3,176,80.41959,26.80653,0,0,0,0,0,0,0,0,1500,0.0249,0.054,0
17,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,FALSE,FALSE,1.8792,0.4077799,0.35116008,0,0,TRUE,FALSE,10,34,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0.0249,0.054,1
944,0,0,0,0,0,0,0,0,0,0,0,0,803,141,0,0,0,FALSE,FALSE,18.0999,0.2055039,0.7764715,0,0,TRUE,TRUE,377,1884,13,7,0,0,56,56,0.5275561,0.009420645,0,0,0,0,0,0,0,0,0,0,0,7
2036,0,627,0,0,0,0,4,0,0.4684,0,0.001869654,0,893,1143,0,0,0,FALSE,FALSE,250.5276,0.33023804,0.5871533,0,0,TRUE,FALSE,832,3900,6,8,0,0,4,150,83.80946,20.952366,0,0,0,0,0,0,0,0,1000,0.0249,0.039,7
